Order ID,Contract Number,Client Name,Client Region,Delivery Country,Division,Product Category,Defense Platform,Serial Number,Order Date,Scheduled Delivery Date,Actual Delivery Date,Delivery Status,Unit Price USD,Quantity Ordered,Total Contract Value USD,Production Cost USD,Gross Margin USD,Quality Control Score,Security Clearance Level,Warranty Period Months
ORD-10237,ALPHA-CNT-2023-998,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Tactical Avionics,Cockpit Head Up Display,Digital Command,SN-ALPHA-415783,27/12/2024,15/6/2025,15/6/2025,Delivered On Time,654453,32,20942496,14497209.78,6445286.22,89.37,Level 1 Standard,12
ORD-10238,ALPHA-CNT-2024-520,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-614379,31/10/2024,25/12/2024,21/12/2024,Delivered On Time,984550,11,10830050,8020124.72,2809925.28,89.5,Level 3 Top Secret,60
ORD-10239,ALPHA-CNT-2025-370,Ministry of Defense - Canada,North America,Canada,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-928278,25/11/2025,6/1/2026,,Under Testing,632111,18,11377998,8567082.7,2810915.3,94.3,Level 2 Restricted,36
ORD-10240,ALPHA-CNT-2023-492,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Tactical Avionics,Tactical Data Link,Ground Tactical,SN-ALPHA-700495,16/3/2023,31/8/2023,24/8/2023,Delivered On Time,583903,27,15765381,10018304.65,5747076.35,91.2,Level 1 Standard,12
ORD-10241,ALPHA-CNT-2024-770,Ministry of Defense - Poland,Europe,Poland,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-676884,4/4/2025,7/5/2025,6/5/2025,Delivered On Time,556554,18,10017972,6596069.02,3421902.98,88.25,Level 1 Standard,48
ORD-10242,ALPHA-CNT-2025-597,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Quantum Cipher Hardware,Ground Tactical,SN-ALPHA-475479,24/8/2024,16/10/2024,27/10/2024,Delivered Delayed,966931,23,22239413,16949055.7,5290357.3,96.6,Level 2 Restricted,36
ORD-10243,ALPHA-CNT-2023-685,Ministry of Defense - India,Asia Pacific,India,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-176421,21/1/2024,20/4/2024,17/4/2024,Delivered On Time,650724,11,7157964,4586922.38,2571041.62,88.39,Level 2 Restricted,12
ORD-10244,ALPHA-CNT-2024-723,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-922116,2/9/2023,13/11/2023,,In Production,1481282,21,31106922,23283026.67,7823895.33,95.08,Level 3 Top Secret,36
ORD-10245,ALPHA-CNT-2025-584,Ministry of Defense - Poland,Europe,Poland,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-842057,29/9/2025,10/2/2026,2/2/2026,Delivered On Time,907549,44,39932156,31356648.85,8575507.15,94.42,Level 2 Restricted,12
ORD-10246,ALPHA-CNT-2023-138,Ministry of Defense - Australia,Asia Pacific,Australia,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-433299,1/5/2023,2/10/2023,,In Production,609070,5,3045350,2149415.93,895934.07,99.53,Level 3 Top Secret,12
ORD-10247,ALPHA-CNT-2024-276,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-650916,19/6/2025,19/11/2025,2/12/2025,Delivered Delayed,1177109,23,27073507,19910041.74,7163465.26,93.76,Level 1 Standard,48
ORD-10248,ALPHA-CNT-2025-382,Ministry of Defense - France,Europe,France,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-330646,31/5/2023,23/8/2023,21/9/2023,Delivered Delayed,290011,41,11890451,8932990.58,2957460.42,88.76,Level 3 Top Secret,60
ORD-10249,ALPHA-CNT-2023-512,Ministry of Defense - Brazil,LATAM,Brazil,Land Defense,Ballistic Shielding Suite,Maritime,SN-ALPHA-292800,20/6/2023,30/10/2023,,Under Testing,1287903,25,32197575,24510723.12,7686851.88,94.57,Level 1 Standard,48
ORD-10250,ALPHA-CNT-2024-247,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-645895,6/8/2024,20/9/2024,13/9/2024,Delivered On Time,122684,41,5030044,3263308.12,1766735.88,98.01,Level 2 Restricted,12
ORD-10251,ALPHA-CNT-2025-733,Ministry of Defense - Canada,North America,Canada,Cyber Security,Quantum Cipher Hardware,Ground Tactical,SN-ALPHA-171488,1/6/2025,12/8/2025,,Under Testing,1315197,10,13151970,7402137.37,5749832.63,99.86,Level 1 Standard,36
ORD-10252,ALPHA-CNT-2023-723,Ministry of Defense - USA,North America,USA,Aerospace Systems,Jet Engine Turbine Component,Airborne,SN-ALPHA-924451,14/9/2024,19/1/2025,14/1/2025,Delivered On Time,1333871,22,29345162,19088120.17,10257041.83,93.12,Level 2 Restricted,48
ORD-10253,ALPHA-CNT-2024-797,Ministry of Defense - Poland,Europe,Poland,Tactical Avionics,Cockpit Head Up Display,Ground Tactical,SN-ALPHA-629678,24/8/2025,23/9/2025,13/9/2025,Delivered On Time,825723,19,15688737,11271401.42,4417335.58,91.81,Level 1 Standard,60
ORD-10254,ALPHA-CNT-2025-810,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-267112,29/3/2025,5/8/2025,28/7/2025,Delivered On Time,997509,1,997509,660937.09,336571.91,98.79,Level 1 Standard,12
ORD-10255,ALPHA-CNT-2023-511,Ministry of Defense - Canada,North America,Canada,Aerospace Systems,Jet Engine Turbine Component,Maritime,SN-ALPHA-536135,7/9/2025,13/12/2025,7/12/2025,Delivered On Time,1004138,7,7028966,5182040.43,1846925.57,90.28,Level 1 Standard,48
ORD-10256,ALPHA-CNT-2024-139,Ministry of Defense - Qatar,Middle East,Qatar,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-669460,8/12/2025,3/5/2026,24/4/2026,Delivered On Time,787651,4,3150604,2014009.77,1136594.23,95.32,Level 1 Standard,48
ORD-10257,ALPHA-CNT-2025-505,Ministry of Defense - India,Asia Pacific,India,Tactical Avionics,Cockpit Head Up Display,Ground Tactical,SN-ALPHA-663123,5/7/2025,16/10/2025,,In Production,761423,1,761423,539609.85,221813.15,92.83,Level 3 Top Secret,48
ORD-10258,ALPHA-CNT-2023-439,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-523013,21/5/2024,6/10/2024,,In Production,203466,15,3051990,1820832.35,1231157.65,88.49,Level 1 Standard,48
ORD-10259,ALPHA-CNT-2024-807,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-196411,27/4/2023,16/10/2023,,Under Testing,284318,40,11372720,8385588.19,2987131.81,92.13,Level 3 Top Secret,36
ORD-10260,ALPHA-CNT-2025-343,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Armored Tactical Vehicle,Airborne,SN-ALPHA-466375,16/2/2024,19/7/2024,17/7/2024,Delivered On Time,422778,12,5073336,3482459.55,1590876.45,91.16,Level 2 Restricted,60
ORD-10261,ALPHA-CNT-2023-150,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-331942,30/1/2024,8/4/2024,9/5/2024,Delivered Delayed,181936,22,4002592,2405622.22,1596969.78,96.16,Level 2 Restricted,60
ORD-10262,ALPHA-CNT-2024-863,Ministry of Defense - India,Asia Pacific,India,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-323717,2/5/2024,19/7/2024,9/7/2024,Delivered On Time,1007726,22,22169972,13811400.24,8358571.76,99.29,Level 3 Top Secret,12
ORD-10263,ALPHA-CNT-2025-586,Ministry of Defense - Canada,North America,Canada,Land Defense,Artillery Tracking Unit,Airborne,SN-ALPHA-795556,5/7/2023,18/10/2023,17/10/2023,Delivered On Time,697952,47,32803744,24181351.31,8622392.69,91.19,Level 2 Restricted,24
ORD-10264,ALPHA-CNT-2023-375,Ministry of Defense - Japan,Asia Pacific,Japan,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-448005,18/7/2025,11/10/2025,4/10/2025,Delivered On Time,726315,17,12347355,8280757.45,4066597.55,97.66,Level 2 Restricted,36
ORD-10265,ALPHA-CNT-2024-481,Ministry of Defense - USA,North America,USA,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-447148,23/8/2023,6/10/2023,27/9/2023,Delivered On Time,422818,29,12261722,7406176.47,4855545.53,88.66,Level 1 Standard,12
ORD-10266,ALPHA-CNT-2025-120,Ministry of Defense - USA,North America,USA,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-478323,29/10/2024,25/4/2025,26/5/2025,Delivered Delayed,1202109,46,55297014,43785159.84,11511854.16,94.4,Level 1 Standard,12
ORD-10267,ALPHA-CNT-2023-445,Ministry of Defense - Brazil,LATAM,Brazil,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-407835,6/4/2025,21/9/2025,13/10/2025,Delivered Delayed,918277,14,12855878,9369122.9,3486755.1,88.84,Level 1 Standard,48
ORD-10268,ALPHA-CNT-2024-937,Ministry of Defense - India,Asia Pacific,India,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-329056,22/6/2024,6/8/2024,6/8/2024,Delivered On Time,1346573,20,26931460,21256562.61,5674897.39,99.11,Level 3 Top Secret,24
ORD-10269,ALPHA-CNT-2025-912,Ministry of Defense - Qatar,Middle East,Qatar,Aerospace Systems,Recon Surveillance Drone,Digital Command,SN-ALPHA-889216,15/1/2024,4/5/2024,29/4/2024,Delivered On Time,1168166,48,56071968,36826737.51,19245230.49,97.12,Level 3 Top Secret,24
ORD-10270,ALPHA-CNT-2023-410,Ministry of Defense - Australia,Asia Pacific,Australia,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-748314,7/2/2024,22/3/2024,19/3/2024,Delivered On Time,1488495,33,49120335,32850456.22,16269878.78,95.83,Level 2 Restricted,36
ORD-10271,ALPHA-CNT-2024-418,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Cockpit Head Up Display,Airborne,SN-ALPHA-656268,2/3/2023,13/4/2023,6/4/2023,Delivered On Time,378615,43,16280445,12609022.38,3671422.62,97.8,Level 1 Standard,24
ORD-10272,ALPHA-CNT-2025-387,Ministry of Defense - Canada,North America,Canada,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-597923,29/9/2023,26/3/2024,,Under Testing,531530,15,7972950,5431670.53,2541279.47,95.71,Level 3 Top Secret,12
ORD-10273,ALPHA-CNT-2023-963,Ministry of Defense - Brazil,LATAM,Brazil,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-688602,1/10/2024,2/3/2025,23/2/2025,Delivered On Time,1404018,12,16848216,12245615.77,4602600.23,99.53,Level 3 Top Secret,24
ORD-10274,ALPHA-CNT-2024-603,Ministry of Defense - Poland,Europe,Poland,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-963699,25/12/2023,31/5/2024,28/5/2024,Delivered On Time,1343512,40,53740480,32945236.87,20795243.13,96.5,Level 1 Standard,24
ORD-10275,ALPHA-CNT-2025-978,Ministry of Defense - Poland,Europe,Poland,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-888669,25/5/2023,6/11/2023,1/11/2023,Delivered On Time,459925,20,9198500,6086478.36,3112021.64,99,Level 3 Top Secret,60
ORD-10276,ALPHA-CNT-2023-812,Ministry of Defense - UAE,Middle East,UAE,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-780840,17/9/2024,26/11/2024,,In Production,1108302,30,33249060,19313131,13935929,94.15,Level 1 Standard,12
ORD-10277,ALPHA-CNT-2024-801,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-109231,23/8/2024,6/10/2024,,Under Testing,241896,38,9192048,5528970.99,3663077.01,89.39,Level 2 Restricted,24
ORD-10278,ALPHA-CNT-2025-200,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-220294,26/9/2024,5/3/2025,16/3/2025,Delivered Delayed,1139118,3,3417354,1880350.7,1537003.3,94.29,Level 2 Restricted,24
ORD-10279,ALPHA-CNT-2023-989,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-801432,26/4/2025,15/6/2025,2/8/2025,Delivered Delayed,463461,28,12976908,7264684.14,5712223.86,89.51,Level 2 Restricted,48
ORD-10280,ALPHA-CNT-2024-333,Ministry of Defense - Germany,Europe,Germany,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-462814,23/12/2023,9/3/2024,4/3/2024,Delivered On Time,1133329,26,29466554,23405901.34,6060652.66,95.05,Level 1 Standard,24
ORD-10281,ALPHA-CNT-2025-237,Ministry of Defense - Qatar,Middle East,Qatar,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-567315,11/12/2025,27/1/2026,19/1/2026,Delivered On Time,916220,30,27486600,16782999.77,10703600.23,93.74,Level 3 Top Secret,24
ORD-10282,ALPHA-CNT-2023-407,Ministry of Defense - Poland,Europe,Poland,Cyber Security,Encrypted Comms Server,Airborne,SN-ALPHA-352023,25/9/2023,11/11/2023,,Under Testing,333460,13,4334980,3103098.66,1231881.34,95.41,Level 2 Restricted,60
ORD-10283,ALPHA-CNT-2024-861,Ministry of Defense - Canada,North America,Canada,Aerospace Systems,Recon Surveillance Drone,Digital Command,SN-ALPHA-773462,23/7/2023,21/10/2023,6/12/2023,Delivered Delayed,283979,13,3691727,2804881.6,886845.4,88.12,Level 2 Restricted,12
ORD-10284,ALPHA-CNT-2025-553,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-743512,25/9/2024,5/2/2025,4/3/2025,Delivered Delayed,658986,2,1317972,906323.37,411648.63,90.32,Level 2 Restricted,36
ORD-10285,ALPHA-CNT-2023-892,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-751303,22/9/2024,21/11/2024,29/11/2024,Delivered Delayed,328104,37,12139848,7141704.14,4998143.86,93.85,Level 3 Top Secret,12
ORD-10286,ALPHA-CNT-2024-945,Ministry of Defense - Poland,Europe,Poland,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-355671,23/6/2025,15/12/2025,14/1/2026,Delivered Delayed,1129367,49,55338983,40509746.44,14829236.56,99.31,Level 3 Top Secret,48
ORD-10287,ALPHA-CNT-2025-428,Ministry of Defense - India,Asia Pacific,India,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-141814,2/4/2024,4/7/2024,26/7/2024,Delivered Delayed,1075270,38,40860260,28604750.17,12255509.83,92.56,Level 1 Standard,12
ORD-10288,ALPHA-CNT-2023-375,Ministry of Defense - Qatar,Middle East,Qatar,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-815706,19/1/2024,15/7/2024,,Under Testing,337360,2,674720,494443.35,180276.65,93.05,Level 2 Restricted,24
ORD-10289,ALPHA-CNT-2024-846,Ministry of Defense - Canada,North America,Canada,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-436526,11/5/2023,20/6/2023,,In Production,1425147,36,51305292,38090929.41,13214362.59,96.5,Level 3 Top Secret,48
ORD-10290,ALPHA-CNT-2025-526,Ministry of Defense - USA,North America,USA,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-499898,27/12/2023,15/2/2024,3/3/2024,Delivered Delayed,647578,26,16837028,13366118.32,3470909.68,95.19,Level 1 Standard,12
ORD-10291,ALPHA-CNT-2023-719,Ministry of Defense - South Korea,Asia Pacific,South Korea,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-934883,2/9/2023,17/1/2024,29/1/2024,Delivered Delayed,621302,11,6834322,4738856.14,2095465.86,91.56,Level 2 Restricted,48
ORD-10292,ALPHA-CNT-2024-761,Ministry of Defense - UK,Europe,UK,Aerospace Systems,Recon Surveillance Drone,Ground Tactical,SN-ALPHA-218881,9/9/2023,6/3/2024,28/2/2024,Delivered On Time,185150,8,1481200,941169.7,540030.3,92.89,Level 3 Top Secret,36
ORD-10293,ALPHA-CNT-2025-191,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-504620,13/5/2023,3/11/2023,13/11/2023,Delivered Delayed,1045893,44,46019292,32771080.55,13248211.45,90.59,Level 3 Top Secret,12
ORD-10294,ALPHA-CNT-2023-292,Ministry of Defense - Germany,Europe,Germany,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-369054,15/8/2023,25/1/2024,15/1/2024,Delivered On Time,1149095,40,45963800,26066538.77,19897261.23,99.5,Level 1 Standard,24
ORD-10295,ALPHA-CNT-2024-552,Ministry of Defense - Canada,North America,Canada,Naval Technology,Naval Target Radar,Airborne,SN-ALPHA-666479,19/5/2025,6/9/2025,24/9/2025,Delivered Delayed,623340,43,26803620,20755365.18,6048254.82,89.55,Level 2 Restricted,48
ORD-10296,ALPHA-CNT-2025-316,Ministry of Defense - Germany,Europe,Germany,Cyber Security,Encrypted Comms Server,Digital Command,SN-ALPHA-859143,18/4/2025,23/7/2025,,Under Testing,1112965,22,24485230,14197644.38,10287585.62,92.42,Level 2 Restricted,60
ORD-10297,ALPHA-CNT-2023-943,Ministry of Defense - USA,North America,USA,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-396567,7/8/2023,28/10/2023,13/12/2023,Delivered Delayed,408105,20,8162100,5158126.51,3003973.49,88.31,Level 3 Top Secret,48
ORD-10298,ALPHA-CNT-2024-516,Ministry of Defense - Poland,Europe,Poland,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-125905,27/6/2024,15/10/2024,5/10/2024,Delivered On Time,930147,8,7441176,5610173.04,1831002.96,90.64,Level 2 Restricted,60
ORD-10299,ALPHA-CNT-2025-858,Ministry of Defense - South Korea,Asia Pacific,South Korea,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-641975,2/10/2023,1/1/2024,23/12/2023,Delivered On Time,887165,29,25727785,17992162.86,7735622.14,97.29,Level 1 Standard,24
ORD-10300,ALPHA-CNT-2023-596,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Cockpit Head Up Display,Airborne,SN-ALPHA-962043,5/9/2025,11/12/2025,11/12/2025,Delivered On Time,922318,40,36892720,23921567.26,12971152.74,90.39,Level 3 Top Secret,36
ORD-10301,ALPHA-CNT-2024-877,Ministry of Defense - Japan,Asia Pacific,Japan,Aerospace Systems,Recon Surveillance Drone,Maritime,SN-ALPHA-907921,17/6/2025,26/10/2025,3/11/2025,Delivered Delayed,1256329,26,32664554,21831645.87,10832908.13,88.95,Level 3 Top Secret,60
ORD-10302,ALPHA-CNT-2025-628,Ministry of Defense - Japan,Asia Pacific,Japan,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-493172,8/7/2025,9/9/2025,4/9/2025,Delivered On Time,393150,30,11794500,9006714.81,2787785.19,93.65,Level 1 Standard,36
ORD-10303,ALPHA-CNT-2023-988,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-639292,3/10/2024,17/1/2025,14/1/2025,Delivered On Time,1193489,17,20289313,12883736,7405577,88.12,Level 3 Top Secret,48
ORD-10304,ALPHA-CNT-2024-482,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-941814,30/9/2023,24/2/2024,22/2/2024,Delivered On Time,668396,20,13367920,10258707.85,3109212.15,89.01,Level 2 Restricted,24
ORD-10305,ALPHA-CNT-2025-940,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Armored Tactical Vehicle,Digital Command,SN-ALPHA-633447,19/4/2023,7/8/2023,1/10/2023,Delivered Delayed,829091,16,13265456,7588286.65,5677169.35,97.61,Level 2 Restricted,60
ORD-10306,ALPHA-CNT-2023-157,Ministry of Defense - Qatar,Middle East,Qatar,Naval Technology,Sonar Detection Array,Airborne,SN-ALPHA-567200,9/3/2023,26/4/2023,6/6/2023,Delivered Delayed,319637,46,14703302,10942191.6,3761110.4,97.18,Level 3 Top Secret,48
ORD-10307,ALPHA-CNT-2024-627,Ministry of Defense - Australia,Asia Pacific,Australia,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-610451,16/10/2023,17/11/2023,14/11/2023,Delivered On Time,119639,43,5144477,3919509.68,1224967.32,98.89,Level 1 Standard,12
ORD-10308,ALPHA-CNT-2025-910,Ministry of Defense - India,Asia Pacific,India,Naval Technology,Naval Target Radar,Airborne,SN-ALPHA-145981,15/7/2024,9/12/2024,8/12/2024,Delivered On Time,1330028,7,9310196,5543797.3,3766398.7,98.17,Level 1 Standard,48
ORD-10309,ALPHA-CNT-2023-262,Ministry of Defense - Canada,North America,Canada,Aerospace Systems,Recon Surveillance Drone,Maritime,SN-ALPHA-410833,14/3/2024,4/9/2024,27/8/2024,Delivered On Time,1415103,16,22641648,14888845.08,7752802.92,96.13,Level 2 Restricted,36
ORD-10310,ALPHA-CNT-2024-167,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-783176,17/7/2024,10/9/2024,28/9/2024,Delivered Delayed,359378,45,16172010,9563721.5,6608288.5,88.62,Level 1 Standard,24
ORD-10311,ALPHA-CNT-2025-418,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Aerospace Systems,Jet Engine Turbine Component,Digital Command,SN-ALPHA-301863,25/1/2025,14/3/2025,25/4/2025,Delivered Delayed,1014795,47,47695365,34657886.21,13037478.79,97.32,Level 3 Top Secret,24
ORD-10312,ALPHA-CNT-2023-826,Ministry of Defense - Qatar,Middle East,Qatar,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-435872,23/1/2023,9/7/2023,6/7/2023,Delivered On Time,536084,48,25732032,17596514.07,8135517.93,98.06,Level 3 Top Secret,48
ORD-10313,ALPHA-CNT-2024-618,Ministry of Defense - USA,North America,USA,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-638857,31/7/2023,23/10/2023,19/12/2023,Delivered Delayed,319515,27,8626905,6115016.29,2511888.71,97.51,Level 2 Restricted,12
ORD-10314,ALPHA-CNT-2025-513,Ministry of Defense - Canada,North America,Canada,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-186345,19/5/2024,25/10/2024,22/10/2024,Delivered On Time,282520,23,6497960,3893069.11,2604890.89,94.05,Level 2 Restricted,36
ORD-10315,ALPHA-CNT-2023-238,Ministry of Defense - UK,Europe,UK,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-200617,18/6/2025,23/9/2025,,In Production,1342035,24,32208840,19419884.15,12788955.85,90.77,Level 2 Restricted,48
ORD-10316,ALPHA-CNT-2024-899,Ministry of Defense - Poland,Europe,Poland,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-275526,13/6/2025,15/8/2025,10/8/2025,Delivered On Time,721986,9,6497874,3641241.8,2856632.2,98.06,Level 1 Standard,48
ORD-10317,ALPHA-CNT-2025-971,Ministry of Defense - USA,North America,USA,Land Defense,Ballistic Shielding Suite,Digital Command,SN-ALPHA-910883,27/4/2025,24/8/2025,22/8/2025,Delivered On Time,287330,35,10056550,6340824.57,3715725.43,96.65,Level 3 Top Secret,24
ORD-10318,ALPHA-CNT-2023-636,Ministry of Defense - France,Europe,France,Naval Technology,Submarine Communications Module,Ground Tactical,SN-ALPHA-664107,2/11/2023,19/12/2023,10/12/2023,Delivered On Time,1204149,20,24082980,16615718.87,7467261.13,99.67,Level 3 Top Secret,36
ORD-10319,ALPHA-CNT-2024-682,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Armored Tactical Vehicle,Maritime,SN-ALPHA-659106,5/11/2024,5/2/2025,10/2/2025,Delivered Delayed,974634,37,36061458,27568397.87,8493060.13,89.85,Level 3 Top Secret,12
ORD-10320,ALPHA-CNT-2025-129,Ministry of Defense - UAE,Middle East,UAE,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-107686,11/11/2023,14/3/2024,,In Production,187900,42,7891800,5656304.51,2235495.49,90.69,Level 2 Restricted,24
ORD-10321,ALPHA-CNT-2023-277,Ministry of Defense - UAE,Middle East,UAE,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-757386,12/5/2023,22/8/2023,18/8/2023,Delivered On Time,369658,17,6284186,4140330.17,2143855.83,90.52,Level 3 Top Secret,48
ORD-10322,ALPHA-CNT-2024-297,Ministry of Defense - USA,North America,USA,Tactical Avionics,Tactical Data Link,Digital Command,SN-ALPHA-168652,26/9/2025,5/12/2025,2/2/2026,Delivered Delayed,550364,47,25867108,20390524.63,5476583.37,97.43,Level 1 Standard,24
ORD-10323,ALPHA-CNT-2025-996,Ministry of Defense - South Korea,Asia Pacific,South Korea,Tactical Avionics,Tactical Data Link,Ground Tactical,SN-ALPHA-321020,17/12/2024,8/5/2025,22/5/2025,Delivered Delayed,1334283,31,41362773,30187019.14,11175753.86,90.22,Level 1 Standard,24
ORD-10324,ALPHA-CNT-2023-952,Ministry of Defense - Canada,North America,Canada,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-802897,22/9/2024,10/3/2025,8/3/2025,Delivered On Time,748419,8,5987352,4685350.22,1302001.78,88.79,Level 3 Top Secret,60
ORD-10325,ALPHA-CNT-2024-305,Ministry of Defense - France,Europe,France,Aerospace Systems,Jet Engine Turbine Component,Airborne,SN-ALPHA-760093,11/10/2025,26/1/2026,18/1/2026,Delivered On Time,573116,15,8596740,5862091.16,2734648.84,99.88,Level 2 Restricted,24
ORD-10326,ALPHA-CNT-2025-957,Ministry of Defense - India,Asia Pacific,India,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-911159,20/1/2024,3/7/2024,,In Production,563066,31,17455046,10730071.81,6724974.19,88.3,Level 3 Top Secret,24
ORD-10327,ALPHA-CNT-2023-159,Ministry of Defense - Germany,Europe,Germany,Land Defense,Armored Tactical Vehicle,Digital Command,SN-ALPHA-323530,22/7/2024,23/8/2024,19/8/2024,Delivered On Time,314179,30,9425370,5308431.27,4116938.73,97.94,Level 1 Standard,36
ORD-10328,ALPHA-CNT-2024-355,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Tactical Data Link,Airborne,SN-ALPHA-818699,4/7/2023,22/12/2023,20/12/2023,Delivered On Time,1208343,46,55583778,40660712.7,14923065.3,92.35,Level 1 Standard,24
ORD-10329,ALPHA-CNT-2025-133,Ministry of Defense - France,Europe,France,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-544815,17/4/2024,1/8/2024,,Under Testing,483961,20,9679220,5617100.6,4062119.4,98.02,Level 1 Standard,12
ORD-10330,ALPHA-CNT-2023-567,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Armored Tactical Vehicle,Maritime,SN-ALPHA-976258,11/7/2025,5/9/2025,4/9/2025,Delivered On Time,591529,39,23069631,14434524.67,8635106.33,94.6,Level 3 Top Secret,48
